Id,Name,Add,Zipcode,Tel,Website,Px,Py,Class,Spec,Serviceinfo,Parkinginfo,TotalNumberofRooms,LowestPrice,CeilingPrice,IndustryEmail
C4_315080000H_000701,阿美姨海景民宿,臺東縣東河鄉都蘭村43鄰都蘭445-12號,959,886-89-530031,http://amayyi.tw,121.234608,22.87747,4,,,車位:小客車0輛、機車0輛、大客車0輛,5,3500,6800,sun3370.su@msa.hinet.net
C4_315080000H_000702,悅晴汽車旅館,雲林縣麥寮鄉瓦?里瓦?路58號1、2樓,638,886-5-6937808,http://www.yueching.com.tw,120.273063,23.790921,3,,"有線網路,無線網路,停車場,,,,",車位:小客車0輛、機車0輛、大客車0輛,15,2600,3000,sunny1775k@yahoo.com.tw
C4_315080000H_000703,希臘風情特色民宿,屏東縣恆春鎮墾丁路文化巷24號,946,886-8-8861246,,120.799425,21.944066,4,,"有線網路,無線網路,,,,",車位:小客車0輛、機車0輛、大客車0輛,10,3800,5200,greecestyle24@gmail.com
C4_315080000H_000704,蓮緣民宿,花蓮縣吉安鄉干城村4鄰吉安路六段53號,973,886-905-990200,,121.548168,23.949061,4,,"無線網路,,",車位:小客車0輛、機車0輛、大客車0輛,5,8000,8000,
C4_315080000H_000705,落羽松莊園,雲林縣斗六市中華路715號,640,886-5-5338877,,120.549653,23.708525,4,,,車位:小客車4輛、機車5輛、大客車0輛,5,4500,5000,linmao.lin@msa.hinet.net
C4_315080000H_000707,童心園民宿,南投縣埔里鎮桃米里1鄰桃米路18-3號,545,886-49-2912403,,120.939305,23.950847,4,,,車位:小客車0輛、機車0輛、大客車0輛,4,3200,4800,
C4_315080000H_000708,童年陽光民宿,嘉義縣番路鄉下坑村下坑45之16號,602,886-5-2590536,,120.535928,23.472287,4,,,車位:小客車8輛、機車0輛、大客車1輛,1,5200,5200,
C4_315080000H_000709,北方札特歐風古堡民宿,宜蘭縣冬山鄉廣安村水井路301巷45號,269,886-978-916581,http://www.northzart.com.tw/,121.743601,24.674817,4,,,車位:小客車14輛、機車0輛、大客車0輛,5,4580,8580,espcat@gmail.com
C4_315080000H_000711,新格商務汽車飯店,花蓮縣花蓮市主學里13鄰中正路280號,970,886-3-8356131,,121.601328,23.97312,3,雙人房0;,"無線網路,iTaiwan,國民旅遊卡,停車場,,,,洗衣服務,郵電服務,商務旅遊中心,自行車租借,自行車友善旅宿,,",車位:小客車0輛、機車0輛、大客車0輛,28,2800,4800,newgri131@yahoo.com
C4_315080000H_000713,宏宜大飯店,臺東縣卑南鄉溫泉村龍泉路57號,954,886-89-514008,,121.014359,22.693325,3,其他(無障礙客房)8000;,"餐廳,會議場所,游泳池,無線網路,國民旅遊卡,溫泉設施,無障礙客房,自助洗衣(收費),,,,自行車租借,,",車位:小客車0輛、機車0輛、大客車0輛,79,3800,6200,happy.io.io0531@gmail.com
C4_315080000H_000715,岩莎灣民宿,臺東縣臺東市北安路52巷82號,950,886-932-523745,,121.128264,22.794816,4,,,車位:小客車10輛、機車0輛、大客車2輛,5,4000,6000,
C4_315080000H_000719,台中日光會館,臺中市北屯區大坑里東山路二段光西巷78號,406,886-4-22399000,,120.744144,24.192871,3,雙人房4000;雙人房12000;雙人房8000;套房6000;單人房12000;,"有線網路,停車場,商店,咖啡廳,餐廳,宴會廳,會議場所,,,各式球場,",車位:小客車20輛、機車0輛、大客車0輛,13,4800,17080,income5206@mail.thesun-resort.com.tw
C4_315080000H_000721,月萊精品旅館,彰化縣田中鎮中潭里員集路三段339號,520,886-4-8755877,http://www.moon-inn.com.tw,120.587063,23.872638,3,,"自行車租借,自行車友善旅宿,",車位:小客車0輛、機車0輛、大客車0輛,20,3630,4620,mooninn.motel@msa.hinet.net
C4_315080000H_000725,水悅麗緻會館,臺中市大里區永隆里永隆七街137號,412,886-4-24077666,http://www.shuiyuemotel.com/,120.674522,24.113519,3,,"無線網路,國民旅遊卡,停車場,,,,自行車租借,行動支付,AED,寵物友善旅宿,自行車友善旅宿,,",車位:小客車0輛、機車0輛、大客車0輛,25,2280,2380,shuiyue24077666@gmail.com
C4_315080000H_000726,鯨魚的家民宿,臺東縣臺東市更生北路277巷13號,950,886-930-166019,https://www.facebook.com/pages/category/Inn/%E5%8F%B0%E6%9D%B1%E6%B0%91%E5%AE%BF-%E9%AF%A8%E9%AD%9A%E7%9A%84%E5%AE%B6-106733254529504/,121.120814,22.781382,4,,,車位:小客車2輛、機車0輛、大客車0輛,5,4000,5500,whm7311@gmail.com
C4_315080000H_000730,越牆工園民宿,花蓮縣壽豐鄉鹽寮村鹽寮146號,974,886-936-833790,,121.598754,23.870553,4,,,車位:小客車0輛、機車0輛、大客車0輛,2,3600,3600,
C4_315080000H_000731,永耘枋,金門縣金寧鄉盤山村22鄰伯玉路2段224巷8號,892,886-82-324489,,118.337592,24.440508,4,雙人房3000;雙人房3500;雙人房3000;,"餐廳,無線網路,停車場,,,接送服務,",車位:小客車0輛、機車0輛、大客車0輛,5,2500,3500,
C4_315080000H_000736,賓成精品商旅,宜蘭縣宜蘭市西後街26-1號,260,886-3-9333665,,121.751753,24.757039,3,,,車位:小客車0輛、機車0輛、大客車0輛,28,2600,4600,maggie6012@yahoo.com.tw
C4_315080000H_000739,松芸居休閒民宿,花蓮縣吉安鄉稻香村吉豐路二段31號,973,886-3-8529211,,121.573707,23.961315,4,,,車位:小客車0輛、機車0輛、大客車0輛,5,5000,5000,
C4_315080000H_000741,海的聲音民宿,花蓮縣壽豐鄉鹽寮村福德16之1號,974,886-905-572359,,121.600317,23.881582,4,,,車位:小客車0輛、機車0輛、大客車0輛,5,2800,6000,oceanfront161@gmail.com
C4_315080000H_000743,欣園汽車旅館,臺南市新營區嘉芳街15號,730,886-6-6525054,http://www.xin-yuan.com.tw/about-us.html,120.285591,23.308137,3,,,車位:小客車0輛、機車0輛、大客車0輛,30,3800,4800,
C4_315080000H_000744,小森見晴民宿,花蓮縣花蓮市國聯里國興五街102號,970,886-910-958282,http://www.shiningforesthostel.com,121.602417,23.988746,4,,,車位:小客車0輛、機車0輛、大客車0輛,5,1600,4800,legnaneerg@gmail.com
C4_315080000H_000745,七里香民宿,苗栗縣獅潭鄉竹木村4鄰北庄8號,354,886-37-991150,,120.887031,24.470913,4,,,車位:小客車5輛、機車6輛、大客車0輛,4,3000,4000,jack1118.lai@gmail.com
C4_315080000H_000746,碧水山居民宿,南投縣魚池鄉水社村中山路455-6號,555,886-49-2855188,,120.903364,23.865026,4,,"無線網路,國民旅遊卡,停車場,,,接送服務,導覽解說,",車位:小客車0輛、機車0輛、大客車0輛,5,3600,3600,jade.chalet@gmail.com
C4_315080000H_000752,六心居民宿,花蓮縣瑞穗鄉瑞祥村南元路310號,978,886-3-8873761,http://www.scj.com.tw/,121.370468,23.494928,4,套房4200;套房4200;套房4200;套房4200;,"有線網路,無線網路,停車場,,,,自行車租借,導覽解說,,",車位:小客車0輛、機車0輛、大客車0輛,4,7000,7000,U01107679@GMAIL.COM
C4_315080000H_000753,博客來民宿,花蓮縣花蓮市主勤里17鄰博愛街65號,970,886-960-302588,,121.609076,23.973802,4,,,車位:小客車0輛、機車0輛、大客車0輛,5,3000,5000,
C4_315080000H_000754,書法之家,南投縣埔里鎮溪南里6鄰水墻巷7-1號,545,886-49-2421328,,120.952779,23.945192,4,,,車位:小客車0輛、機車0輛、大客車0輛,5,3500,5500,nanrungyou2004@com.tw
C4_315080000H_000755,礁溪大福民宿,宜蘭縣礁溪鄉淇武蘭路168之36號,262,886-935-875828,,121.793646,24.809399,4,,,車位:小客車1輛、機車0輛、大客車0輛,4,4800,6600,allanlee168@outlook.com
C4_315080000H_000758,蝶戀花旅社,基隆市仁愛區孝三路81號3-4樓,200,886-2-24201145,,121.737125,25.130325,3,,,車位:小客車0輛、機車0輛、大客車0輛,19,1600,1975,new.m278@msa.hinet.net
C4_315080000H_000759,石梯坪聖地牙哥山海景日出民宿,花蓮縣豐濱鄉港口村石梯灣120號,977,886-972-778331,,121.508171,23.488159,4,,,車位:小客車0輛、機車0輛、大客車0輛,5,5000,6000,longred223@gmail.com
C4_315080000H_000760,台北日記旅店,"臺北市萬華區中華路一段152號5,5-1,7,9,10,11樓",108,886-2-23144003,http://www.diaryhotel.com,121.508046,25.04267,3,,,車位:小客車0輛、機車0輛、大客車0輛,45,9000,15000,diarytaipei@gmail.com
C4_315080000H_000761,紅帽民宿,澎湖縣馬公市西文里18鄰惠民新村16號,880,886-6-9274198,,119.578855,23.570913,4,,,車位:小客車0輛、機車0輛、大客車0輛,5,4500,6000,a9217069@gmail.com
C4_315080000H_000763,初櫻.見晴民宿,花蓮縣吉安鄉干城村干城一街303號,973,886-3-8537085,http://chuying303.com.tw,121.537853,23.951126,4,,,車位:小客車0輛、機車0輛、大客車0輛,5,3500,6000,chuying303@gmail.com
C4_315080000H_000765,丘上民宿,新竹縣竹東鎮瑞峰里4鄰96號,310,886-3-5804951,,121.097037,24.649067,4,,,車位:小客車5輛、機車0輛、大客車0輛,3,7000,12000,
C4_315080000H_000766,賓士旅館,宜蘭縣礁溪鄉礁溪路五段21號,262,886-3-9882966,,121.771379,24.826087,3,,,車位:小客車0輛、機車0輛、大客車0輛,6,1200,2200,bnzhotel@yahoo.com.tw
C4_315080000H_000771,阿英的家,宜蘭縣三星鄉上將路三段650巷16號,266,886-3-9540243,,121.697552,24.685022,4,,,車位:小客車10輛、機車0輛、大客車0輛,4,1400,2200,sophytung@gmail.com
C4_315080000H_000772,南惰,臺南市中西區大同路一段46巷20號,700,886-988-069547,,120.210926,22.987679,4,,,車位:小客車0輛、機車0輛、大客車0輛,3,1500,2400,carter7600@gmail.com
C4_315080000H_000774,欣采民宿,嘉義縣梅山鄉太和村樟樹湖27號,603,886-5-2561219,,120.707027,23.522515,4,雙人房1800;其他2500;套房2800;其他6000;,"停車場,餐廳,,,導覽解說,",車位:小客車0輛、機車0輛、大客車0輛,5,2500,6000,
C4_315080000H_000775,海族軒民宿,屏東縣恆春鎮大光路79之15號,946,886-989-178661,,120.742906,21.9449,4,,,車位:小客車0輛、機車0輛、大客車0輛,3,3200,4200,kung690331@gmail.com
C4_315080000H_000777,墾丁沐林會館,屏東縣恆春鎮恆公路230號,946,886-982-688049,http://www.mulin.tw,120.74169,21.99805,4,,"有線網路,無線網路,國民旅遊卡,停車場,高齡房,自助洗衣(免費),上網電腦(免費),,,,洗衣服務,自行車租借,體驗活動,寵物友善旅宿,,",車位:小客車0輛、機車0輛、大客車0輛,5,3280,3280,service@mulin.tw
C4_315080000H_000778,舞蜻蜓,宜蘭縣冬山鄉東二路22巷37號,269,886-917-371606,,121.802147,24.664158,4,,,車位:小客車2輛、機車0輛、大客車0輛,2,7000,8500,a0917371606@gmail.com
C4_315080000H_000779,SINGLE INN單人房,高雄市新興區林森一路267號地下一樓,800,886-7-2363256,,120.304775,22.636329,3,,,車位:小客車0輛、機車0輛、大客車0輛,45,500,17000,service@singleinn.com.tw
C4_315080000H_000780,玄町本二家日式旅宿,南投縣魚池鄉魚池村瓊文巷45號,555,886-49-2898057,,120.938983,23.905121,4,雙人房9000;其他12000;,"無線網路,停車場,,",車位:小客車0輛、機車0輛、大客車0輛,9,8000,12000,ytyehb@gmail.com
C4_315080000H_000781,可以住Canlive,臺南市中西區海安路二段296巷42號,700,886-910-885809,,120.198311,22.998762,4,,,車位:小客車0輛、機車1輛、大客車0輛,2,2300,2300,canlive168@gmail.com
C4_315080000H_000782,PASA海岸空間民宿,臺東縣卑南鄉富山村郡界51號,954,886-978-576868,,121.190462,22.850331,4,,,車位:小客車0輛、機車0輛、大客車0輛,2,3200,3800,pasakitchen55@gmai.com
C4_315080000H_000783,道花蓮民宿,花蓮縣花蓮市中山路601巷1弄26號,970,886-910-521290,,121.599172,23.989066,4,,,車位:小客車0輛、機車0輛、大客車0輛,4,1500,4000,
C4_315080000H_000788,小斗宅生活民宿,臺東縣臺東市新站路236號,950,886-988-732621,,121.124674,22.790679,4,,,車位:小客車2輛、機車4輛、大客車0輛,5,4800,4800,glotkaa@gmail.com
C4_315080000H_000789,火金姑民宿,嘉義縣竹崎鄉光華村頂笨仔23-9號,604,886-5-2561772,,120.675222,23.482137,4,,,車位:小客車0輛、機車0輛、大客車0輛,3,3000,4800,a0937657224@gmail.com
C4_315080000H_000790,山葡萄驛棧民宿,臺東縣大武鄉尚武村政通五街1巷5號,965,886-89-790005,,120.889091,22.340737,4,,,車位:小客車0輛、機車0輛、大客車0輛,5,1200,2600,tt.t335588@msa.hinet.net
C4_315080000H_000793,田媽媽民宿,苗栗縣三義鄉廣盛村4鄰廣盛60之1號,367,886-37-875656,,120.771293,24.413164,4,,,車位:小客車0輛、機車0輛、大客車0輛,3,1500,1900,
C4_315080000H_000794,水牛山民宿,花蓮縣壽豐鄉水璉村牛山32號,974,886-3-8601088,,121.567044,23.763488,4,,,車位:小客車0輛、機車0輛、大客車0輛,1,5000,5000,
C4_315080000H_000795,長白山農場,南投縣仁愛鄉大同村仁和路218號,546,886-49-2802998,http://www.cbsf.com.tw/,121.16787,24.063047,4,,,車位:小客車0輛、機車0輛、大客車0輛,3,3500,4000,cbsfbb@yahoo.com.tw
C4_315080000H_000796,桐鄉民宿,苗栗縣三義鄉勝興村25鄰水美257之1號,367,886-37-879760,,120.761767,24.399861,4,雙人房2200;雙人房2200;,"餐廳,健身房,無線網路,國民旅遊卡,停車場,高齡房,,,,貴重物品保管專櫃,,",車位:小客車2輛、機車6輛、大客車0輛,5,2200,3800,ds28782160@hotmail.com.tw
C4_315080000H_000797,樂客民宿,金門縣金寧鄉湖埔村下埔下315號,892,886-932-817546,,118.309893,24.443049,4,,,車位:小客車0輛、機車0輛、大客車0輛,3,3800,5800,
C4_315080000H_000798,愛戀山水時尚民宿,澎湖縣馬公市山水里21鄰珠江151之95號,880,886-6-9952011,,119.593485,23.520281,4,,,車位:小客車0輛、機車0輛、大客車0輛,5,3600,4800,ailanshanshui@gmail.com
C4_315080000H_000799,方舟文旅-山嵐新館(特色民宿),南投縣集集鎮集賢街303號,552,886-933-168194,https://ark.ego.tw/,120.788902,23.830812,4,,,車位:小客車20輛、機車20輛、大客車4輛,8,4800,7200,freedon134@yahoo.com.tw
C4_315080000H_000803,首席渡假村民宿,宜蘭縣五結鄉三吉中路69號,268,886-3-9605855,,121.769073,24.696878,4,,,車位:小客車0輛、機車0輛、大客車0輛,5,7500,7500,adelai77@yahoo.com.tw
C4_315080000H_000804,貓追熊民宿,臺東縣臺東市豐榮路90巷38號,950,886-963-735617,http://www.taitungbb.com.tw,121.138451,22.748856,4,其他4600;其他5300;其他4600;,"無線網路,,,,兒童遊樂設施,室內遊樂設施,自行車租借,,",車位:小客車0輛、機車0輛、大客車0輛,5,4600,5900,carbear3638@gmail.com
C4_315080000H_000805,石門客棧,苗栗縣大湖鄉栗林村16鄰竹橋20號,364,886-37-951129,,120.843669,24.366076,4,,,車位:小客車0輛、機車0輛、大客車0輛,2,2000,2500,
C4_315080000H_000806,頭家民宿,花蓮縣花蓮市國興里介林五街273號,970,886-937-979555,,121.570401,23.996068,4,,,車位:小客車0輛、機車0輛、大客車0輛,4,5800,5800,
C4_315080000H_000807,風華渡假旅館,雲林縣虎尾鎮平和里平和20-15號,632,886-5-6366666,https://yunlin.orientluxuryhotel.com.tw/,120.458822,23.701299,3,,"無線網路,國民旅遊卡,,,,AED,,",車位:小客車0輛、機車0輛、大客車0輛,31,7000,7000,windvilla@gmail.com
C4_315080000H_000814,三月三民宿,宜蘭縣羅東鎮河濱路226號,265,886-3-9650303,,121.754871,24.695959,4,雙人房6800;套房7800;套房7800;套房6800;雙人房7800;,"有線網路,國民旅遊卡,,,,自行車租借,體驗活動,,",車位:小客車0輛、機車0輛、大客車0輛,4,9800,12800,303villa@gmail.com
C4_315080000H_000818,海明威民宿,臺東縣綠島鄉公館村柴口61-30號,951,886-905-112766,,121.485322,22.67732,4,,,車位:小客車10輛、機車10輛、大客車0輛,5,3000,3000,a0905112766@gmail.com
C4_315080000H_000819,千嘉旅店,新北市板橋區館前西路139號8樓,220,886-2-29695066,,121.456291,25.007824,3,,,車位:小客車0輛、機車0輛、大客車0輛,20,1400,1400,
C4_315080000H_000820,柏園民宿,花蓮縣花蓮市國裕里富裕五街66號,970,886-3-8567847,,121.59879,23.996088,4,,,車位:小客車0輛、機車0輛、大客車0輛,5,2500,2800,ctu5678@gmail.com
C4_315080000H_000822,馨雅閣民宿,花蓮縣吉安鄉勝安村慈惠四街21巷28號,973,886-3-8546451,,121.587603,23.977695,4,,,車位:小客車0輛、機車0輛、大客車0輛,4,3000,7000,newbnb@yahoo.com.tw
C4_315080000H_000823,春風小棧,臺東縣關山鎮豐泉里9鄰長興20號,956,886-89-811218,,121.165842,23.063215,4,,,車位:小客車3輛、機車0輛、大客車0輛,3,2600,4800,syh577@yahoo.com.tw
C4_315080000H_000824,大倉久和大飯店,臺北市中山區南京東路1段9號,104,886-2-25231111,http://www.okurataipei.com.tw,121.523334,25.052401,3,雙人房16000;雙人房160000;雙人房50000;單人房(無障礙客房)15000;單人房(無障礙客房)18500;雙人房35000;雙人房21000;,"餐廳,會議場所,咖啡廳,酒吧,宴會廳,健身房,游泳池,有線網路,無線網路,三溫暖,國民旅遊卡,停車場,無障礙客房,上網電腦(免費),,,,商務旅遊中心,,",車位:小客車0輛、機車0輛、大客車0輛,208,50000,160000,
C4_315080000H_000826,蘑芽民宿,臺東縣臺東市知本里吉泰路599巷21號,950,886-935-776989,,121.056948,22.712334,4,,,車位:小客車1輛、機車6輛、大客車0輛,5,4500,5500,tiyenchen@gmail.com
C4_315080000H_000827,我的花園,苗栗縣公館鄉館南村24鄰館南293-2號,363,886-37-229157,,120.82739,24.488003,4,,"無線網路,,,,寵物友善旅宿,,",車位:小客車0輛、機車0輛、大客車0輛,2,2980,5980,Yuf1946@yahoo.com.tw
C4_315080000H_000831,草悟道漂鳥青年旅館,臺中市西區公益路201號4~7樓,403,886-4-23015518,http://www.straybirds.com.tw,120.6584,24.150641,3,,"餐廳,會議場所,酒吧,商店,無線網路,停車場,,,洗衣服務,郵電服務,商務旅遊中心,",車位:小客車8輛、機車0輛、大客車0輛,36,4000,8000,fo.gongyi@straybirds.com.tw
C4_315080000H_000832,流水年華民宿,臺東縣臺東市漢陽北路340號,950,886-926-308726,,121.132827,22.750299,4,,,車位:小客車0輛、機車0輛、大客車0輛,5,3800,5800,johnson880508@gmail.com
C4_315080000H_000838,小咖民宿,彰化縣鹿港鎮平和路141巷6號,505,886-4-7771215,,120.446167,24.053675,4,,,車位:小客車0輛、機車0輛、大客車0輛,4,2500,3000,
C4_315080000H_000839,站前綠地浪漫城堡民宿,花蓮縣花蓮市國強里豐村36-11號,970,886-938-027085,http://www.hualien.net.tw/,121.594129,24.00637,4,,"無線網路,國民旅遊卡,,,洗衣服務,自行車租借,導覽解說,",車位:小客車0輛、機車0輛、大客車0輛,4,3200,3600,wang520385@yahoo.com.tw
C4_315080000H_000843,後山逍遙民宿,花蓮縣光復鄉大富村建國路一段15巷5之6號,976,886-978-777603,,121.402139,23.585793,4,,,車位:小客車0輛、機車0輛、大客車0輛,1,2600,2600,joan38333@hotmail.com
C4_315080000H_000844,光漾昶品旅館,臺北市大同區重慶北路1段1號10樓之1,103,886-2-25597605,https://www.apt10f.com,121.513598,25.049587,3,,,車位:小客車0輛、機車0輛、大客車0輛,9,900,4000,apartment10f@hotmail.com
C4_315080000H_000846,圓休閒民宿,南投縣集集鎮八張里4鄰八張街90號,552,886-932-592463,http://jijiyuan.okgo.tw,120.792578,23.828466,4,,,車位:小客車4輛、機車0輛、大客車0輛,5,3000,6800,ast55808@gmail.com
C4_315080000H_000847,小舅的家民宿,宜蘭縣蘇澳鎮福德路366巷8號,270,886-3-9903300,,121.83026,24.646274,4,,,車位:小客車0輛、機車0輛、大客車0輛,5,2300,3100,basara9027@yahoo.com.tw
C4_315080000H_000848,雀客旅館台北南港,臺北市南港區重陽路59號,115,886-2-26512251,,121.596699,25.055937,3,其他10120;其他6600;雙人房(無障礙客房)9500;雙人房9500;,"無線網路,停車場,無障礙客房,,,,",車位:小客車44輛、機車0輛、大客車0輛,105,6600,11220,hello.checkinnselecttng@gmail.com
C4_315080000H_000850,墾丁羊角村,屏東縣恆春鎮墾丁路330之22號,946,886-8-8861138,,120.794861,21.945883,4,,"無線網路,國民旅遊卡,停車場,,",車位:小客車0輛、機車0輛、大客車0輛,11,4300,7300,okravilla@gmail.com
C4_315080000H_000851,涵館民宿,新北市瑞芳區輕便路282號,224,886-2-24965160,,121.843979,25.109213,4,,,車位:小客車0輛、機車0輛、大客車0輛,4,2800,3980,service@windsor.idv.tw
C4_315080000H_000852,海邊民宿,宜蘭縣壯圍鄉壯濱路四段10號,263,886-3-9302793,,121.815955,24.764115,4,,,車位:小客車0輛、機車0輛、大客車0輛,5,1600,3000,yilanhibnb@gmail.com
C4_315080000H_000855,航道民宿,花蓮縣新城鄉嘉里村27鄰嘉里二街112之1號,971,886-989-538498,,121.607919,24.019884,4,套房3200;雙人房3200;套房3200;,"商店,無線網路,停車場,,,,洗衣服務,導覽解說,寵物友善旅宿,,",車位:小客車0輛、機車0輛、大客車0輛,3,3200,4200,ppxx1212@yahoo.com.tw
C4_315080000H_000856,小阿姨的家民宿,花蓮縣花蓮市民政里順興路303號,970,886-937-533140,,121.622676,23.99627,4,套房2400;雙人房1600;,"無線網路,,,,",車位:小客車0輛、機車0輛、大客車0輛,3,1600,2400,littleaunt.303@gmail.com
C4_315080000H_000859,總統民宿,苗栗縣南庄鄉田美村12鄰紫金山莊93號,353,886-37-823717,,121.002506,24.631319,4,,"餐廳,會議場所,咖啡廳,國民旅遊卡,停車場,,,,",車位:小客車0輛、機車0輛、大客車0輛,4,4500,14000,yun823801@yahoo.com.tw
C4_315080000H_000860,創意時尚旅店,臺中市北區五權路332、334號1至7樓,404,886-4-22022666,http://gorates-hotel.com/web/summary/58,120.680335,24.152287,3,,,車位:小客車0輛、機車0輛、大客車0輛,98,1580,8000,service18@rate-inn.com
C4_315080000H_000862,歐遊國際精品旅館(台中館),臺中市南屯區文心南路98號,408,886-4-24727711,,120.646729,24.134555,3,雙人房6900;套房4500;雙人房5250;雙人房4500;雙人房7900;雙人房3000;其他4000;雙人房4250;,"餐廳,游泳池,有線網路,無線網路,國民旅遊卡,停車場,,,,商務旅遊中心,,",車位:小客車0輛、機車0輛、大客車0輛,40,6200,13800,service@allurmotel.com
C4_315080000H_000864,莉塔屋民宿,新北市瑞芳區汽車路35號,224,886-2-24968091,,121.844609,25.109942,4,,"無線網路,,,導覽解說,",車位:小客車0輛、機車0輛、大客車0輛,5,2800,4000,jfcar35@gmail.com
C4_315080000H_000865,安逸旅店,連江縣東引鄉樂華村81號,212,886-836-77010,,120.488548,26.366835,4,,,車位:小客車0輛、機車0輛、大客車0輛,10,2800,4000,yoyo770102000@gmail.com
C4_315080000H_000866,星光民宿,臺東縣臺東市志航路1段477巷39號,950,886-89-228330,,121.129399,22.787347,4,,,車位:小客車6輛、機車0輛、大客車0輛,5,4000,5300,
C4_315080000H_000867,彩虹田民宿,南投縣集集鎮八張里民權路268號,552,886-49-2761670,http://www.rainbowfield.com.tw,120.792273,23.826892,4,,,車位:小客車0輛、機車0輛、大客車0輛,5,4200,5500,rainbowfieldhouse@gmail.com
C4_315080000H_000869,綠晶鈴,南投縣鹿谷鄉竹林村田頭巷54-41號,558,886-910-218598,,120.758477,23.71236,4,,,車位:小客車0輛、機車0輛、大客車0輛,5,5600,7200,fairy.19260826@gmail.com
C4_315080000H_000870,台北臥客旅店,臺北市大同區甘谷街26號7樓,103,886-2-2555-7177,,121.510933,25.052748,3,,,車位:小客車0輛、機車0輛、大客車0輛,13,3000,3000,wecomehostel@gmail.com
C4_315080000H_000871,諾園民宿,臺東縣臺東市志航路1段552巷73號,950,886-89-226455,,121.131113,22.79084,4,套房5400;雙人房2200;套房4000;,"餐廳,有線網路,無線網路,國民旅遊卡,停車場,,,,接送服務,自行車租借,寵物友善旅宿,,",車位:小客車0輛、機車0輛、大客車0輛,4,2500,5400,sm2264.jm5566@msa.hinet.net
C4_315080000H_000873,江布南山莊民宿,花蓮縣萬榮鄉紅葉村紅葉17號,979,886-3-8870835,,121.344362,23.495475,4,,,車位:小客車0輛、機車0輛、大客車0輛,3,2500,4000,junbuna@gmail.com
C4_315080000H_000874,吉娃斯,苗栗縣泰安鄉錦水村9鄰橫龍山44號,365,886-37-941204,,120.96845,24.469619,4,,,車位:小客車0輛、機車0輛、大客車0輛,5,1000,1000,a0985166651@gmail.com
C4_315080000H_000875,Villia V頂級會館,宜蘭縣五結鄉溪濱路二段395號,268,886-912-866080,,121.794901,24.710797,4,,,車位:小客車1輛、機車2輛、大客車0輛,3,2600,3800,wulise@hotmail.com
C4_315080000H_000876,瑞居行旅,南投縣魚池鄉大雁村大雁巷-26-11號,555,886-49-2895589,https://www.thedeer.com.tw/,120.916292,23.917991,3,雙人房(無障礙客房)5440;,,車位:小客車10輛、機車0輛、大客車0輛,40,4200,5600,thedeer.ruiju@gmail.com
C4_315080000H_000877,曼波渡假旅店,屏東縣恆春鎮恆南路11巷2弄7號,946,886-8-8883740,,120.743031,22.001072,4,,,車位:小客車0輛、機車0輛、大客車0輛,5,4500,4500,
C4_315080000H_000879,?麗旅店民宿,澎湖縣馬公市石泉里石泉133號,880,886-6-9215208,,119.596755,23.55993,4,,"無線網路,國民旅遊卡,,,,",車位:小客車0輛、機車0輛、大客車0輛,3,2000,3200,dog0921259916@gmail.com
C4_315080000H_000880,高雄文賓大飯店-駁二館,高雄市鹽埕區大勇路22號,803,886-7-5612346,http://www.wenpin.com.tw,120.282607,22.62105,3,其他7560;雙人房4760;其他6960;其他5760;其他5760;其他5760;其他5760;雙人房4760;雙人房4760;雙人房4360;雙人房4360;雙人房4560;雙人房4560;雙人房4560;雙人房4560;雙人房4560;雙人房4560;雙人房4560;雙人房4560;雙人房4560;雙人房4560;雙人房4560;雙人房4560;雙人房4560;雙人房4560;雙人房4360;,"餐廳,會議場所,咖啡廳,商店,有線網路,無線網路,國民旅遊卡,停車場,無障礙客房,自助洗衣(免費),上網電腦(免費),,,洗衣服務,郵電服務,商務旅遊中心,貴重物品保管專櫃,自行車友善旅宿,",車位:小客車0輛、機車0輛、大客車0輛,56,1880,7560,wenpin.hotel@msa.hinet.net
C4_315080000H_000884,富豪國際大飯店,臺中市北區五權路317號6-12樓,404,886-4-22023220,,120.678844,24.152067,3,,,車位:小客車10輛、機車0輛、大客車0輛,77,8000,8000,hotelregal@gohotel.com.tw
C4_315080000H_000885,樂夏天晴民宿,屏東縣恆春鎮白沙路13-4號,946,886-972-818829,,120.720593,21.935171,4,,,車位:小客車0輛、機車0輛、大客車0輛,4,3600,4800,love0972818829@gmail.com
C4_315080000H_000887,福星旅社,宜蘭縣宜蘭市康樂路15號,260,886-3-9323652,,121.757267,24.755598,3,,,車位:小客車0輛、機車0輛、大客車0輛,12,600,1000,
C4_315080000H_000888,倍蒂雅汽車旅?,臺中市北屯區河北路3段151號,406,886-4-22416162,,120.683863,24.180442,3,,,車位:小客車31輛、機車0輛、大客車0輛,31,5980,5980,summer0934@gmail.com
C4_315080000H_000890,愛麗絲民宿,花蓮縣花蓮市國慶里中山路一段138巷17之3號,970,886-938-326797,,121.592495,23.999838,4,,,車位:小客車0輛、機車0輛、大客車0輛,4,3000,7000,
C4_315080000H_000891,淺草33,臺南市中西區正德街33號,700,886-977-499766,,120.195411,22.994341,4,,,車位:小客車0輛、機車0輛、大客車0輛,2,3300,3300,
C4_315080000H_000892,小古堡民宿,臺東縣臺東市興安路一段165號,950,886-910-633944,,121.127611,22.790549,4,,,車位:小客車1輛、機車1輛、大客車0輛,5,2800,3200,jin@li-jye.com.tw
